,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
524,Epsom,-36.885733333333334,174.7619,Scarlett Slimms and Lucky,-36.88273313336148,174.7620700059103,Bar
525,Epsom,-36.885733333333334,174.7619,Mt Eden Summit,-36.87803760943866,174.76444851904947,Mountain
526,Epsom,-36.885733333333334,174.7619,Mount Eden - Maungawhau,-36.87750940966855,174.76439237594604,Mountain
527,Epsom,-36.885733333333334,174.7619,Bolaven Cafe,-36.88798327911457,174.76038520304172,Café
528,Epsom,-36.885733333333334,174.7619,Olafs Artisan Bakery Cafe,-36.88157731609272,174.7624502756016,Café
529,Epsom,-36.885733333333334,174.7619,Next Door,-36.88790577112101,174.76047505735556,Café
530,Epsom,-36.885733333333334,174.7619,Burger Wisconsin,-36.88299848337979,174.76183374341593,Burger Joint
531,Epsom,-36.885733333333334,174.7619,Corner Burger,-36.880683,174.761865,Burger Joint
532,Epsom,-36.885733333333334,174.7619,Altar,-36.88421928611765,174.7609966074039,Café
533,Epsom,-36.885733333333334,174.7619,The Candyman,-36.881392743042234,174.7620531071921,Candy Store
534,Epsom,-36.885733333333334,174.7619,Hees Garden Seafood Restaurant,-36.88809931977007,174.7601697728832,Chinese Restaurant
535,Epsom,-36.885733333333334,174.7619,Pasta & Cuore,-36.88111371593753,174.76196369015858,Italian Restaurant
536,Epsom,-36.885733333333334,174.7619,Mainly Toys,-36.885601505300635,174.76090529122453,Toy / Game Store
537,Epsom,-36.885733333333334,174.7619,Mt Eden Pharmacy,-36.88310686957008,174.76187916910763,Pharmacy
538,Epsom,-36.885733333333334,174.7619,Civic Video,-36.8827766187762,174.7618638727247,Video Store
539,Epsom,-36.885733333333334,174.7619,Nite Spice,-36.881070451302854,174.76196386564365,Indian Restaurant
540,Epsom,-36.885733333333334,174.7619,Eden Epsom Tennis and Squash Club,-36.8887795190363,174.76172620509413,Tennis Court
541,Epsom,-36.885733333333334,174.7619,Mt Eden Tennis Club,-36.88344,174.764726,Tennis Court
542,Epsom,-36.885733333333334,174.7619,Windmill Park,-36.8877218065838,174.76508622026563,Basketball Court
543,Epsom,-36.885733333333334,174.7619,Coen Sushi & Donburi,-36.882027901843564,174.7620015400235,Japanese Restaurant
544,Epsom,-36.885733333333334,174.7619,Mt Eden Bowling Club,-36.882519,174.764826,Bowling Green
545,Epsom,-36.885733333333334,174.7619,Bakers Delight,-36.88165031818396,174.7620856698097,Bakery
546,Epsom,-36.885733333333334,174.7619,Jones The Grocer,-36.88161,174.76184,Deli / Bodega
547,Epsom,-36.885733333333334,174.7619,Village Sushi,-36.881397,174.761876,Sushi Restaurant
548,Epsom,-36.885733333333334,174.7619,Sitar Indian Restaurant,-36.880888980501794,174.7619301570211,Indian Restaurant
549,Favona,-36.9422,174.7875,Ruby Red,-36.941613299887635,174.78702695608908,Café
550,Favona,-36.9422,174.7875,Coronation Restaurant And Cafe,-36.94154699654124,174.7870718476258,Restaurant
551,Favona,-36.9422,174.7875,Lucky Cafe,-36.94161306953668,174.7869175672531,Café
552,Favona,-36.9422,174.7875,Mangere Bridge Reserve,-36.9395106481362,174.78653161147963,Park
553,Favona,-36.9422,174.7875,Mangere Domain,-36.949192131066816,174.78573144098914,Park
554,Forrest Hill,-36.753433333333334,174.74209999999997,Fact-tree,-36.75475624144233,174.74083123950166,Café
555,Forrest Hill,-36.753433333333334,174.74209999999997,Liquorland,-36.75849012816951,174.75009508541174,Liquor Store
556,Forrest Hill,-36.753433333333334,174.74209999999997,Pupuke Golf Club,-36.75201520648232,174.74954720278163,Golf Course
557,Forrest Hill,-36.753433333333334,174.74209999999997,Sunnynook Park,-36.7509096621665,174.7406773746551,Park
558,Forrest Hill,-36.753433333333334,174.74209999999997,Sunnynook Care Chemist,-36.75942713043448,174.74012867653641,Pharmacy
559,Forrest Hill,-36.753433333333334,174.74209999999997,Sunnynook Shops,-36.7594679619396,174.74021028821647,Miscellaneous Shop
560,Forrest Hill,-36.753433333333334,174.74209999999997,Fresh Town,-36.75943206473468,174.74001135954242,Grocery Store
561,Forrest Hill,-36.753433333333334,174.74209999999997,Bakers delight,-36.759462,174.740075,Bakery
562,Forrest Hill,-36.753433333333334,174.74209999999997,Sunnynook Bakery,-36.759539,174.740215,Bakery
563,Forrest Hill,-36.753433333333334,174.74209999999997,Civic Video,-36.7596178638235,174.7400709453755,Video Store
564,Forrest Hill,-36.753433333333334,174.74209999999997,William Souter Espresso,-36.75372,174.750079,Café
565,Forrest Hill,-36.753433333333334,174.74209999999997,North Harbour Pharmacy,-36.74601082286648,174.73916973057754,Pharmacy
566,Forrest Hill,-36.753433333333334,174.74209999999997,Domino's Pizza,-36.75848427338971,174.75015584010433,Pizza Place
567,Forrest Hill,-36.753433333333334,174.74209999999997,Sunnynook Bus Station,-36.761058693521,174.73806322541273,Bus Station
568,Forrest Hill,-36.753433333333334,174.74209999999997,Parkway Sushi,-36.750217,174.73252367,Sushi Restaurant
569,Forrest Hill,-36.753433333333334,174.74209999999997,Forrest Hill Reservoir,-36.75805385297295,174.75078821671846,Park
570,Forrest Hill,-36.753433333333334,174.74209999999997,Petstock,-36.74618994143509,174.73586940546159,Pet Store
571,Freemans Bay,-36.8481,174.7437,Sidart,-36.848247883934356,174.74428018298158,Restaurant
572,Freemans Bay,-36.8481,174.7437,Dizengoff,-36.85085426799292,174.74447988130063,Café
573,Freemans Bay,-36.8481,174.7437,Jervois Steak House,-36.846062745121024,174.74197885831222,Steakhouse
574,Freemans Bay,-36.8481,174.7437,Frenchie,-36.848924,174.743986,French Restaurant
575,Freemans Bay,-36.8481,174.7437,Cavalier Tavern,-36.84798395518003,174.74666664723063,Pub
576,Freemans Bay,-36.8481,174.7437,Didas Wine Lounge and Tapas,-36.846256568802644,174.7420898749357,Wine Bar
577,Freemans Bay,-36.8481,174.7437,Three Lamps,-36.847488677283486,174.74414954210013,Shopping Mall
578,Freemans Bay,-36.8481,174.7437,Little Bird Unbakery,-36.85176018225281,174.74441898355553,Café
579,Freemans Bay,-36.8481,174.7437,Bird On A Wire,-36.85215528309238,174.74513737774262,Restaurant
580,Freemans Bay,-36.8481,174.7437,The Lucky Taco,-36.85234361497571,174.7447038516939,Food Truck
581,Freemans Bay,-36.8481,174.7437,Prego,-36.85267310307523,174.74499311716528,Italian Restaurant
582,Freemans Bay,-36.8481,174.7437,Queenie's Lunchroom,-36.84911249057047,174.74986048446965,Café
583,Freemans Bay,-36.8481,174.7437,Janken,-36.84523904876093,174.7374048199525,Japanese Restaurant
584,Freemans Bay,-36.8481,174.7437,New World,-36.84832388515267,174.7510419012115,Supermarket
585,Freemans Bay,-36.8481,174.7437,SPQR,-36.85564542550434,174.74638443242955,Italian Restaurant
586,Freemans Bay,-36.8481,174.7437,Fishsmith,-36.84548450901409,174.7355052925074,Fast Food Restaurant
587,Freemans Bay,-36.8481,174.7437,Ponsonby Central,-36.856276280712656,174.74616891882988,Shopping Mall
588,Freemans Bay,-36.8481,174.7437,Swashbucklers,-36.843710783479004,174.75169015623737,Seafood Restaurant
589,Freemans Bay,-36.8481,174.7437,El Sizzling Chorizo,-36.85629022374343,174.74613059744718,Argentinian Restaurant
590,Freemans Bay,-36.8481,174.7437,Paris Butter,-36.845463,174.73701,French Restaurant
591,Freemans Bay,-36.8481,174.7437,Five Loaves,-36.84549798198214,174.73538117969207,Café
592,Freemans Bay,-36.8481,174.7437,Fred's,-36.85348192018369,174.74569117422178,Café
593,Freemans Bay,-36.8481,174.7437,Nishiki Robata-Yaki Bar,-36.85226365187782,174.7513079741527,Japanese Restaurant
594,Freemans Bay,-36.8481,174.7437,Conch,-36.85587757667903,174.74658693024335,Café
595,Freemans Bay,-36.8481,174.7437,Dante's Pizzeria Napoletana,-36.85632590785849,174.7461862434658,Pizza Place
596,Freemans Bay,-36.8481,174.7437,Andiamo,-36.845449339629845,174.73586997796667,Italian Restaurant
597,Freemans Bay,-36.8481,174.7437,Clooney,-36.849344678366336,174.75466578223663,Restaurant
598,Freemans Bay,-36.8481,174.7437,Epolito's Pizzeria,-36.85497040426815,174.73890448736907,Pizza Place
599,Freemans Bay,-36.8481,174.7437,Ripe Delicatessen,-36.85492184551169,174.7388727428854,Café
600,Freemans Bay,-36.8481,174.7437,Burger Burger,-36.856229416530134,174.7461443381607,Burger Joint
601,Freemans Bay,-36.8481,174.7437,Rupas Cafe,-36.85219500498666,174.75198144497293,Café
602,Freemans Bay,-36.8481,174.7437,Victoria Park,-36.84656379868157,174.75428656096142,Park
603,Freemans Bay,-36.8481,174.7437,Mexico Ponsonby,-36.85512874914521,174.74616013456463,Mexican Restaurant
604,Freemans Bay,-36.8481,174.7437,Ceres Fresh Market,-36.85635501126591,174.74612233124523,Fruit & Vegetable Store
605,Freemans Bay,-36.8481,174.7437,Il Buco,-36.85582180832621,174.74660694312058,Italian Restaurant
606,Freemans Bay,-36.8481,174.7437,Dear Jervois,-36.84568367122416,174.7341590704603,Café
607,Freemans Bay,-36.8481,174.7437,Le Vietnamese Kitchen,-36.85605777577978,174.74677485652222,Vietnamese Restaurant
608,Freemans Bay,-36.8481,174.7437,Westhaven Promenade,-36.84042780259303,174.7452240825581,Trail
609,Freemans Bay,-36.8481,174.7437,The Blue Breeze Inn,-36.85601117295451,174.7463476378409,Restaurant
610,Freemans Bay,-36.8481,174.7437,Libertine,-36.84859860643767,174.75390801451405,Restaurant
611,Freemans Bay,-36.8481,174.7437,The Birdcage,-36.84833997476459,174.75288644042573,Bar
612,Freemans Bay,-36.8481,174.7437,Bedford Soda & Liquor,-36.85643637277349,174.7462558355175,American Restaurant
613,Freemans Bay,-36.8481,174.7437,La Zeppa Kitchen & Bar,-36.84849064079153,174.75411170658356,Tapas Restaurant
614,Freemans Bay,-36.8481,174.7437,Little Bread & Butter Bakery,-36.85646378275906,174.74614449330247,Bakery
615,Freemans Bay,-36.8481,174.7437,iVillage,-36.84838230279693,174.7537826086682,Indian Restaurant
616,Freemans Bay,-36.8481,174.7437,Legianz Bali,-36.848484,174.75484,Indonesian Restaurant
617,Freemans Bay,-36.8481,174.7437,Habitual Fix,-36.84406454383111,174.75345042527312,Sandwich Place
618,Freemans Bay,-36.8481,174.7437,Tom Tom Bar & Eatery,-36.84851162379794,174.75445947635873,Gastropub
619,Freemans Bay,-36.8481,174.7437,The Westhaven Cafe,-36.844238171573544,174.7533688672961,Café
620,Freemans Bay,-36.8481,174.7437,Mozaik Caffe,-36.84818121681912,174.75427197537567,Café
621,Freemans Bay,-36.8481,174.7437,Victoria Park Tunnel,-36.84907935204806,174.75300657937453,Road
622,Freemans Bay,-36.8481,174.7437,Sailors Corner,-36.843491226409135,174.75328705587947,Fishing Store
623,Glen Eden,-36.9118,174.65200000000002,Little India,-36.9114074857046,174.65443868381394,Indian Restaurant
624,Glen Eden,-36.9118,174.65200000000002,Columbus Coffee,-36.911198,174.654134,Café
625,Glen Eden,-36.9118,174.65200000000002,La Rosa,-36.911931972624416,174.65279922928767,Italian Restaurant
626,Glen Eden,-36.9118,174.65200000000002,Fresh Choice,-36.911164506696714,174.65407799954113,Grocery Store
627,Glen Eden,-36.9118,174.65200000000002,Pumped Cafe,-36.910441,174.652693,Café
628,Glen Eden,-36.9118,174.65200000000002,Noodle Canteen Glen Eden,-36.91158745085002,174.65223898588428,Asian Restaurant
629,Glen Eden,-36.9118,174.65200000000002,Four Square,-36.91059977082368,174.6517771715346,Grocery Store
630,Glen Eden,-36.9118,174.65200000000002,Radiant Cafe,-36.910952636389624,174.6524106328202,Café
631,Glen Eden,-36.9118,174.65200000000002,Thip Thai Restaurant,-36.91068775,174.651434,Thai Restaurant
632,Glen Eden,-36.9118,174.65200000000002,Domino's Pizza,-36.911811,174.655744,Pizza Place
633,Glendene,-36.8869,174.6446,Wild Bean Cafe,-36.885521,174.644439,Café
634,Glendene,-36.8869,174.6446,Kmart,-36.882447232369664,174.63538199171663,Department Store
635,Glendene,-36.8869,174.6446,Glendene,-36.89040666048651,174.65257921408605,Park
636,Glendene,-36.8869,174.6446,St Pierre's Sushi & Seafood,-36.88262423767055,174.6359896659851,Sushi Restaurant
637,Glendene,-36.8869,174.6446,Rebel Sports Henderson,-36.8832452106113,174.63476817746698,Sporting Goods Shop
638,Glendene,-36.8869,174.6446,Briscoes,-36.88338945877632,174.63460720929015,Furniture / Home Store
639,Glendene,-36.8869,174.6446,Waitakere Mega Centre,-36.88302375153021,174.6347732876142,Shopping Mall
640,Glendene,-36.8869,174.6446,Kathmandu,-36.88251272785715,174.63500835142338,Sporting Goods Shop
641,Glendene,-36.8869,174.6446,Subway,-36.883064,174.634541,Sandwich Place
642,Glenfield,-36.75965,174.7267,Rewi Alley Reserve,-36.75999175398983,174.72887535206283,Park
643,Glenfield,-36.75965,174.7267,Ellice Cafe,-36.766394466428274,174.7322526019373,Café
644,Glenfield,-36.75965,174.7267,South Seas Film & Television School,-36.76694537525062,174.73028341398228,General College & University
645,Glenfield,-36.75965,174.7267,Constellation Bus Station,-36.751846443671546,174.72812663308926,Bus Station
646,Glenfield,-36.75965,174.7267,Constellation Park and Ride,-36.751821136877965,174.72812945435274,Parking
647,Glenfield,-36.75965,174.7267,Sunny Nook Fruit & Veges,-36.76348865032196,174.735936,Grocery Store
648,Glenfield,-36.75965,174.7267,Harimgak Chinese Restaurant,-36.76371542941654,174.73612350653553,Chinese Restaurant
649,Glenfield,-36.75965,174.7267,T-mark Supermarket,-36.76376223564148,174.73623991012573,Grocery Store
650,Glenfield,-36.75965,174.7267,World Fish Mart,-36.763681,174.736317,Fish Market
651,Glenfield,-36.75965,174.7267,Chi Sun Ru Chinese Restaurant,-36.763745,174.736349,Asian Restaurant
652,Grafton,-36.8578,174.7579,Coco's Cantina,-36.85800139140342,174.75663307789213,Bistro
653,Grafton,-36.8578,174.7579,Satya South Indian Restaurant,-36.85760530680967,174.75830747385442,South Indian Restaurant
654,Grafton,-36.8578,174.7579,Revel! Cafe,-36.857964932819854,174.76083443491248,Café
655,Grafton,-36.8578,174.7579,The Tattooed Heart,-36.857846433990794,174.75976822954814,Tattoo Parlor
656,Grafton,-36.8578,174.7579,Scullery,-36.85793808305146,174.76040774019648,Café
657,Grafton,-36.8578,174.7579,Verona Cafe,-36.85789890877046,174.7604020728383,Coffee Shop
658,Grafton,-36.8578,174.7579,Sri Pinang,-36.85792859833915,174.75704309117165,Malay Restaurant
659,Grafton,-36.8578,174.7579,Bestie Café,-36.857433462982264,174.76023213842694,Coffee Shop
660,Grafton,-36.8578,174.7579,Uncle Man's,-36.857626556932615,174.75826029056532,Malay Restaurant
661,Grafton,-36.8578,174.7579,Millers,-36.858667850995296,174.76081794795107,Coffee Shop
662,Grafton,-36.8578,174.7579,Caluzzi Bar & Cabaret,-36.85844381238168,174.75519131842483,General Entertainment
663,Grafton,-36.8578,174.7579,The Eagle,-36.85758702235196,174.75851593281845,Gay Bar
664,Grafton,-36.8578,174.7579,Ken Yakitori,-36.85788863535742,174.7621041832221,Yakitori Restaurant
665,Grafton,-36.8578,174.7579,Renkon,-36.857437409588975,174.75901795818143,Japanese Restaurant
666,Grafton,-36.8578,174.7579,eighthirty™,-36.85923284113346,174.75329690323144,Café
667,Grafton,-36.8578,174.7579,Real Groovy,-36.854654646848786,174.76291367548043,Record Shop
668,Grafton,-36.8578,174.7579,Fusion Sushi,-36.85765068898045,174.75873717084215,Sushi Restaurant
669,Grafton,-36.8578,174.7579,Iko Iko,-36.857852416125134,174.75996238270153,Gift Shop
670,Grafton,-36.8578,174.7579,St Kevin's Arcade,-36.857842997355675,174.76008983270614,Shopping Mall
671,Grafton,-36.8578,174.7579,Viva Latino! Dance Studios,-36.8606661099,174.7535787106588,Dance Studio
672,Grafton,-36.8578,174.7579,Beresford Wine Bar,-36.857158433231895,174.75883995080588,Bar
673,Grafton,-36.8578,174.7579,Four Points by Sheraton Auckland,-36.853711,174.763656,Hotel
674,Grafton,-36.8578,174.7579,Western Park,-36.856268965000865,174.75186109542847,Park
675,Grafton,-36.8578,174.7579,Bian Sushi,-36.862960009711294,174.7613045165382,Sushi Restaurant
676,Grafton,-36.8578,174.7579,Kura,-36.853577944276225,174.763295713205,Japanese Restaurant
677,Grafton,-36.8578,174.7579,The Little Cake Kitchen,-36.86079402751707,174.759975753176,Cupcake Shop
678,Grafton,-36.8578,174.7579,Cordis Auckland by Langham Hospitality Group (Cordis Auckland),-36.857577,174.7635626,Hotel
679,Grafton,-36.8578,174.7579,Myers Park,-36.856244432235556,174.76088485051787,Park
680,Grafton,-36.8578,174.7579,Red Bar,-36.856766714037775,174.75884050835649,Cocktail Bar
681,Grafton,-36.8578,174.7579,Johnny Feedback,-36.85720442901305,174.75890906480092,Coffee Shop
682,Grafton,-36.8578,174.7579,Eight at Cordis,-36.85694091882056,174.763811054973,Buffet
683,Grafton,-36.8578,174.7579,Kati Grill,-36.857973535875644,174.76077859596228,Indian Restaurant
684,Grafton,-36.8578,174.7579,RAMEN DO,-36.862724748740106,174.76140231036266,Noodle House
685,Grafton,-36.8578,174.7579,Heroes For Sale,-36.859534335751384,174.75301830838197,Toy / Game Store
686,Grafton,-36.8578,174.7579,The Classic,-36.85380340518736,174.76307316945199,Comedy Club
687,Grafton,-36.8578,174.7579,Sal's Authentic New York Pizza,-36.857880862054564,174.76011138578897,Pizza Place
688,Grafton,-36.8578,174.7579,Wine Cellar,-36.85733463310838,174.76012895898927,Wine Bar
689,Grafton,-36.8578,174.7579,Auckland Town Hall,-36.85287939483146,174.76298271047614,City Hall
690,Grafton,-36.8578,174.7579,The French Café,-36.8644429407572,174.76089777701802,French Restaurant
691,Grafton,-36.8578,174.7579,galatos,-36.85859767912197,174.75771567652302,Music Venue
692,Grafton,-36.8578,174.7579,Tanuki's Cave,-36.85359225626181,174.76324557456059,Japanese Restaurant
693,Grafton,-36.8578,174.7579,Katsura,-36.85266401818737,174.76102717854405,Japanese Restaurant
694,Grafton,-36.8578,174.7579,Army and Outdoors,-36.8578038594175,174.75741755048332,Thrift / Vintage Store
695,Grafton,-36.8578,174.7579,Satya South Indian Restaurant,-36.860020713920235,174.7522684845499,South Indian Restaurant
696,Grafton,-36.8578,174.7579,Countdown,-36.85837462326917,174.74886174894496,Market
697,Grafton,-36.8578,174.7579,Azabu,-36.85919616946072,174.75161272296347,Japanese Restaurant
698,Grafton,-36.8578,174.7579,PokPok,-36.85753832726458,174.75838128960496,Thai Restaurant
699,Grafton,-36.8578,174.7579,OKO Dessert Kitchen,-36.851807,174.76352,Dessert Shop
700,Grafton,-36.8578,174.7579,Brothers Beer,-36.85002633425389,174.75865101912146,Bar
701,Grafton,-36.8578,174.7579,Popa's Pretzels,-36.851933,174.76427,Bagel Shop
702,Grafton,-36.8578,174.7579,Bite Brazilian Eatery,-36.852909956979275,174.76373231875624,Brazilian Restaurant
703,Grafton,-36.8578,174.7579,Al's Deli,-36.85657565629338,174.76217528564544,Bagel Shop
704,Grafton,-36.8578,174.7579,Symonds Indian Restaurant & Takeaways,-36.86311218762576,174.7613304356974,Indian Restaurant
705,Grafton,-36.8578,174.7579,The Civic,-36.85094691061171,174.7644485390306,Theater
706,Grafton,-36.8578,174.7579,BurgerFuel,-36.851437,174.763962,Burger Joint
707,Grafton,-36.8578,174.7579,Ah Ssak,-36.85579618569335,174.76228359955655,Korean Restaurant
708,Grafton,-36.8578,174.7579,St Pierre's Sushi & Seafood,-36.857830641244284,174.7604407392064,Sushi Restaurant
709,Grafton,-36.8578,174.7579,The Original Tony's,-36.85050602690191,174.7631167652363,Steakhouse
710,Grafton,-36.8578,174.7579,Verandahs Backpackers Lodge,-36.85846594523985,174.75137915093777,Hostel
711,Grafton,-36.8578,174.7579,Best Ugly Bagels,-36.84972030616145,174.7586878490129,Bagel Shop
712,Grafton,-36.8578,174.7579,Nishiki Robata-Yaki Bar,-36.85226365187782,174.7513079741527,Japanese Restaurant
713,Grafton,-36.8578,174.7579,Fort Greene,-36.857717578552624,174.76012005822446,Sandwich Place
714,Grafton,-36.8578,174.7579,Rupas Cafe,-36.85219500498666,174.75198144497293,Café
715,Grafton,-36.8578,174.7579,IL MEE 一味食堂,-36.85602943943112,174.76228069764352,Korean Restaurant
716,Grafton,-36.8578,174.7579,Clooney,-36.849344678366336,174.75466578223663,Restaurant
717,Grafton,-36.8578,174.7579,Twenty Three,-36.86569651579878,174.76102623425584,Café
718,Grafton,-36.8578,174.7579,Anytime Fitness,-36.85917130943719,174.74859148263928,Gym / Fitness Center
719,Grafton,-36.8578,174.7579,Elliott Stables,-36.85037032806818,174.76359123121793,Food Court
720,Grafton,-36.8578,174.7579,Odettes,-36.8497,174.75838,Modern European Restaurant
721,Grafton,-36.8578,174.7579,Remedy Coffee,-36.850834032408315,174.76432223152244,Coffee Shop
722,Grafton,-36.8578,174.7579,Ponsonby International Foodcourt,-36.85742830156598,174.74840255646507,Food Court
723,Grafton,-36.8578,174.7579,Kazuya,-36.8632053827615,174.76115513582488,Japanese Restaurant
724,Grafton,-36.8578,174.7579,Jin Hai Wan,-36.854506812323294,174.7664982487868,Asian Restaurant
725,Grafton,-36.8578,174.7579,Aotea Square,-36.852153343396665,174.7631585597992,Plaza
726,Grafton,-36.8578,174.7579,Basement Theatre,-36.85353912804549,174.76252228109965,Theater
727,Grafton,-36.8578,174.7579,Joy Bong,-36.858927553992594,174.7536813481106,Thai Restaurant
728,Grafton,-36.8578,174.7579,Goodness Gracious Café and Bagelry,-36.86531026409047,174.76034523803247,Bagel Shop
729,Grafton,-36.8578,174.7579,Academy Cinema,-36.851588505584566,174.7650891739338,Indie Movie Theater
730,Grafton,-36.8578,174.7579,Vagabond & Livewire Games,-36.851476810085636,174.76364437414034,Video Game Store
731,Grafton,-36.8578,174.7579,ASB Theatre,-36.85192792174705,174.76272742280236,Theater
732,Grafton,-36.8578,174.7579,Le Garde Manger,-36.855701966596165,174.76241439137593,French Restaurant
733,Grafton,-36.8578,174.7579,ThirtyNine Cafe,-36.85750314338634,174.74866524723888,Café
734,Grafton,-36.8578,174.7579,Oh!SO Cafe,-36.86008734258334,174.74843506662623,Café
735,Grafton,-36.8578,174.7579,Galbraith's Alehouse,-36.865660060386034,174.76109636657804,Pub
736,Grafton,-36.8578,174.7579,Ela Cuisine,-36.85027,174.76338,Indian Restaurant
737,Grafton,-36.8578,174.7579,Little Mexico Cantina & Tequila Bar,-36.8504530785466,174.7630353249433,Mexican Restaurant
738,Grafton,-36.8578,174.7579,Toro Churro,-36.85209039550257,174.76401025860994,Snack Place
739,Grafton,-36.8578,174.7579,BurgerFuel,-36.85723,174.747853,Burger Joint
740,Grafton,-36.8578,174.7579,Scratch Bakers,-36.85002877401958,174.7585885898867,Bakery
741,Grafton,-36.8578,174.7579,Kangnam Station,-36.85382270223608,174.7624806606986,Korean Restaurant
742,Grafton,-36.8578,174.7579,Reslau,-36.850373900792526,174.76361885622097,Café
743,Grafton,-36.8578,174.7579,Ipanema,-36.859448403376554,174.75234783523194,Bar
744,Grafton,-36.8578,174.7579,Fujisan,-36.8559217690335,174.76237946048383,Japanese Restaurant
745,Grafton,-36.8578,174.7579,Zest Cafe,-36.862473771122,174.75879510750744,Café
746,Grafton,-36.8578,174.7579,Chawlas,-36.85052508874751,174.7632777259628,Indian Restaurant
747,Grafton,-36.8578,174.7579,Ruang Thong 2,-36.86338264239735,174.76115994643214,Thai Restaurant
748,Grafton,-36.8578,174.7579,The Corner Store,-36.865677152154774,174.76100176677033,Cocktail Bar
749,Grafton,-36.8578,174.7579,Bamboo Kitchen,-36.865475646976186,174.76088283702938,Asian Restaurant
750,Grafton,-36.8578,174.7579,Scenic Hotel,-36.85321934086951,174.76359404892622,Hotel
751,Grafton,-36.8578,174.7579,Food Truck Garage,-36.849638765512395,174.75883510821842,Food Truck
752,Green Bay,-36.9306,174.6801,Green Bay Pharmacy,-36.93075634020354,174.6791785955429,Pharmacy
753,Green Bay,-36.9306,174.6801,Green Bay Fruit and Vege Shop,-36.929415464401245,174.6852082014084,Fruit & Vegetable Store
754,Green Bay,-36.9306,174.6801,Golden Bridge Takeaways,-36.926346,174.670366,Chinese Restaurant
755,Green Bay,-36.9306,174.6801,Motu Moana Scout Camp,-36.929385704433,174.69114069908375,Campground
756,Greenhithe,-36.7443,174.6948,New Brew Bar & Restaurant,-36.74315005589084,174.69701366199428,Bar
757,Greenhithe,-36.7443,174.6948,Mozaik Coffee Albany,-36.74419466159943,174.69950261616484,Coffee Shop
758,Greenhithe,-36.7443,174.6948,Altura Café,-36.74312744727016,174.699505932153,Café
759,Greenhithe,-36.7443,174.6948,Pita Pit Albany,-36.74559,174.69862,Sandwich Place
760,Greenhithe,-36.7443,174.6948,Caffe E Cucina,-36.7516989959045,174.6951388752239,Café
761,Greenhithe,-36.7443,174.6948,Momo Tea,-36.746292028262936,174.69344601672626,Asian Restaurant
762,Greenhithe,-36.7443,174.6948,Easy Way,-36.74428890985764,174.6932927695315,Tea Room
763,Greenhithe,-36.7443,174.6948,回头客餐厅 Wong's Kitchen,-36.743602785929035,174.69696531531076,Chinese Restaurant
764,Greenhithe,-36.7443,174.6948,Tokyo,-36.74292028749345,174.69647702622086,Japanese Restaurant
765,Greenhithe,-36.7443,174.6948,Meet Fresh 鮮芋仙,-36.742804511507686,174.69657736624623,Café
766,Greenhithe,-36.7443,174.6948,Sapporo,-36.743284658392746,174.69718991620283,Japanese Restaurant
767,Greenhithe,-36.7443,174.6948,88 Degrees Cafe,-36.73962235450638,174.70275561,Café
768,Greenhithe,-36.7443,174.6948,North Shore Golf Club,-36.749063169197235,174.68606601206199,Golf Course
769,Greenlane,-36.88135,174.79145,Thai Village,-36.881181767895,174.79863093922202,Thai Restaurant
770,Greenlane,-36.88135,174.79145,Mt Hobson,-36.879292662740255,174.78628697455972,Trail
771,Greenlane,-36.88135,174.79145,Banque Restaurant,-36.88067559085129,174.79602275961267,Gastropub
772,Greenlane,-36.88135,174.79145,New World,-36.88156690643014,174.7977061209128,Supermarket
773,Greenlane,-36.88135,174.79145,Diamond Takeaways,-36.88276597979698,174.78514354186277,Chinese Restaurant
774,Greenlane,-36.88135,174.79145,De Grand Thai Restaurant & Bar,-36.88313620577832,174.78529661344956,Thai Restaurant
775,Greenlane,-36.88135,174.79145,Brown’s Eatery and Store,-36.88083701601448,174.79887203584826,Café
776,Greenlane,-36.88135,174.79145,The Local,-36.88081,174.797861,Restaurant
777,Greenlane,-36.88135,174.79145,Car-fe,-36.88918589467804,174.79600390150839,Café
778,Greenlane,-36.88135,174.79145,Countdown,-36.889575801147366,174.79385793946605,Supermarket
779,Greenlane,-36.88135,174.79145,Sri Mahkota Restaurant,-36.882582252170465,174.78502485371627,Malay Restaurant
780,Greenlane,-36.88135,174.79145,Sierra Cafe,-36.888567026868444,174.79094017213453,Café
781,Greenlane,-36.88135,174.79145,Tree Cafe,-36.8809700012207,174.79617309570312,Asian Restaurant
782,Greenlane,-36.88135,174.79145,Seafood King Chinese Restaurant 海皇海鮮酒家,-36.881107330322266,174.796630859375,Chinese Restaurant
783,Greenlane,-36.88135,174.79145,Laura Fergusson Rehabilitation Gym,-36.88475800631698,174.78747447312236,Gym
784,Greenlane,-36.88135,174.79145,Remuera Train Station,-36.881294285115,174.78541373167616,Train Station
785,Greenlane,-36.88135,174.79145,Jack Lum,-36.88101642001646,174.79764619390622,Fruit & Vegetable Store
786,Greenlane,-36.88135,174.79145,Rice Kitchen,-36.883074,174.785221,Japanese Restaurant
787,Greenlane,-36.88135,174.79145,The Deli,-36.88089079078298,174.79935261815953,Café
788,Greenlane,-36.88135,174.79145,Best Western Great South Road Motor Lodge,-36.880193449798206,174.78351652622223,Hotel
789,Greenlane,-36.88135,174.79145,BP,-36.88779998,174.79842108,Gas Station
